axialtime,axialaccel,bILBA,timptime,temp,bILBA,agltime,agl,bILBA
44.8013,-0.38,b1111,,,,,,
44.8037,-0.38,b1111,,,,,,
44.8063,-0.38,b1111,,,,,,
44.8088,-0.38,b1111,,,,,,
44.8112,-0.55,b1111,,,,,,
44.8138,-0.38,b1111,,,,,,
44.8162,-0.38,b1111,,,,,,
44.8187,-0.38,b1111,,,,,,
44.8213,-0.3,b1111,,,,,,
44.8237,-0.21,b1111,,,,,,
44.8262,-0.3,b1111,,,,,,
44.8288,-0.21,b1111,,,,,,
44.8312,-0.21,b1111,,,,,,
44.8338,-0.3,b1111,,,,,,
44.8363,-0.3,b1111,,,,,,
44.8387,-0.21,b1111,,,,,,
44.8413,-0.21,b1111,,,,,,
44.8438,-0.13,b1111,,,,,,
44.8462,-0.3,b1111,,,,,,
44.8488,-0.3,b1111,,,,,,
44.8512,-0.3,b1111,,,,,,
44.8537,-0.3,b1111,,,,,,
44.8563,-0.21,b1111,,,,,,
44.8587,-0.3,b1111,,,,,,
44.8613,-0.38,b1111,,,,,,
44.8638,-0.38,b1111,,,,,,
44.8662,-0.3,b1111,,,,,,
44.8688,-0.38,b1111,,,,,,
44.8713,-0.38,b1111,,,,,,
44.8737,-0.3,b1111,,,,,,
44.8763,-0.38,b1111,,,,,,
44.8787,-0.38,b1111,,,,,,
44.8812,-0.38,b1111,,,,,,
44.8838,-0.38,b1111,,,,,,
44.8862,-0.21,b1111,,,,,,
44.8887,-0.21,b1111,,,,,,
44.8913,-0.13,b1111,,,,,,
44.8937,-0.21,b1111,,,,,,
44.8963,-0.21,b1111,,,,,,
44.8988,-0.0400001,b1111,,,,,,
44.9012,-0.21,b1111,,,,,,
44.9038,-0.13,b1111,,,,,,
44.9063,-0.3,b1111,,,,,,
44.9087,-0.3,b1111,,,,,,
44.9113,-0.38,b1111,,,,,,
44.9137,-0.38,b1111,,,,,,
44.9162,-0.38,b1111,,,,,,
44.9188,-0.3,b1111,,,,,,
44.9212,-0.38,b1111,,,,,,
44.9238,-0.38,b1111,,,,,,
44.9263,-0.38,b1111,,,,,,
44.9287,-0.38,b1111,,,,,,
44.9313,-0.38,b1111,,,,,,
44.9338,-0.3,b1111,,,,,,
44.9362,-0.21,b1111,,,,,,
44.9388,-0.13,b1111,,,,,,
44.9412,-0.21,b1111,,,,,,
44.9437,-0.21,b1111,,,,,,
44.9463,-0.0400001,b1111,,,,,,
44.9487,-0.13,b1111,,,,,,
44.9512,-0.0400001,b1111,,,,,,
44.9538,-0.21,b1111,,,,,,
44.9562,-0.13,b1111,,,,,,
44.9588,-0.21,b1111,,,,,,
44.9613,-0.21,b1111,,,,,,
44.9637,-0.21,b1111,,,,,,
44.9663,-0.21,b1111,,,,,,
44.9688,-0.21,b1111,,,,,,
44.9712,-0.21,b1111,,,,,,
44.9738,-0.13,b1111,,,,,,
44.9762,-0.21,b1111,,,,,,
44.9787,-0.13,b1111,,,,,,
44.9813,-0.21,b1111,,,,,,
44.9837,-0.21,b1111,,,,,,
44.9863,-0.21,b1111,,,,,,
44.9888,-0.21,b1111,,,,,,
44.9912,-0.21,b1111,,,,,,
44.9938,-0.21,b1111,,,,,,
44.9963,-0.21,b1111,,,,,,
44.9987,-0.21,b1111,,,,,,
45.0013,-0.13,b1111,,,,,,
45.0037,-0.21,b1111,,,,,,
45.0062,-0.21,b1111,,,,,,
45.0088,-0.21,b1111,,,,,,
45.0112,-0.13,b1111,,,,,,
45.0137,-0.13,b1111,,,,,,
45.0163,-0.13,b1111,,,,,,
45.0187,-0.21,b1111,,,,,,
45.0213,-0.0400001,b1111,,,,,,
45.0238,-0.0400001,b1111,,,,,,
45.0262,-0.13,b1111,,,,,,
45.0288,-0.21,b1111,,,,,,
45.0313,-0.21,b1111,,,,,,
45.0337,-0.21,b1111,,,,,,
45.0363,-0.21,b1111,,,,,,
45.0387,-0.21,b1111,,,,,,
45.0412,-0.13,b1111,,,,,,
45.0438,-0.3,b1111,,,,,,
45.0462,-0.21,b1111,,,,,,
45.0488,-0.21,b1111,,,,,,
45.0513,-0.3,b1111,,,,,,
45.0537,-0.21,b1111,,,,,,
45.0563,-0.21,b1111,,,,,,
45.0588,-0.0400001,b1111,,,,,,
45.0612,-0.21,b1111,,,,,,
45.0638,-0.0400001,b1111,,,,,,
45.0662,-0.21,b1111,,,,,,
45.0687,-0.0400001,b1111,,,,,,
45.0713,-0.0400001,b1111,,,,,,
45.0737,-0.0400001,b1111,,,,,,
45.0762,-0.21,b1111,,,,,,
45.0788,-0.21,b1111,,,,,,
45.0812,-0.21,b1111,,,,,,
45.0838,-0.3,b1111,,,,,,
45.0863,-0.21,b1111,,,,,,
45.0887,-0.3,b1111,,,,,,
45.0913,-0.21,b1111,,,,,,
45.0938,-0.21,b1111,,,,,,
45.0962,-0.21,b1111,,,,,,
45.0988,-0.21,b1111,,,,,,
45.1012,-0.21,b1111,,,,,,
45.1037,-0.21,b1111,,,,,,
45.1063,-0.21,b1111,,,,,,
45.1087,-0.13,b1111,,,,,,
45.1113,-0.21,b1111,,,,,,
45.1138,-0.13,b1111,,,,,,
45.1162,-0.13,b1111,,,,,,
45.1188,-0.21,b1111,,,,,,
45.1213,-0.0400001,b1111,,,,,,
45.1237,-0.0400001,b1111,,,,,,
45.1263,-0.0400001,b1111,,,,,,
45.1287,-0.0400001,b1111,,,,,,
45.1312,0.04,b1111,,,,,,
45.1338,-0.0400001,b1111,,,,,,
45.1362,-0.0400001,b1111,,,,,,
45.1387,-0.0400001,b1111,,,,,,
45.1413,-0.0400001,b1111,,,,,,
45.1437,-0.13,b1111,,,,,,
45.1463,-0.0400001,b1111,,,,,,
45.1488,0.04,b1111,,,,,,
45.1512,-0.0400001,b1111,,,,,,
45.1538,0.04,b1111,,,,,,
45.1563,0.04,b1111,,,,,,
45.1587,-0.0400001,b1111,,,,,,
45.1613,-0.0400001,b1111,,,,,,
45.1637,-0.0400001,b1111,,,,,,
45.1662,-0.0400001,b1111,,,,,,
45.1688,-0.13,b1111,,,,,,
45.1712,-0.0400001,b1111,,,,,,
45.1738,-0.0400001,b1111,,,,,,
45.1763,-0.0400001,b1111,,,,,,
45.1787,-0.0400001,b1111,,,,,,
45.1813,-0.0400001,b1111,,,,,,
45.1838,-0.0400001,b1111,,,,,,
45.1862,-0.0400001,b1111,,,,,,
45.1888,0.04,b1111,,,,,,
45.1912,-0.0400001,b1111,,,,,,
45.1937,0.04,b1111,,,,,,
45.1963,-0.0400001,b1111,,,,,,
45.1987,-0.0400001,b1111,,,,,,
45.2012,-0.0400001,b1111,,,,,,
45.2038,-0.0400001,b1111,,,,,,
45.2062,-0.0400001,b1111,,,,,,
45.2088,0.12,b1111,,,,,,
45.2113,-0.0400001,b1111,,,,,,
45.2137,-0.0400001,b1111,,,,,,
45.2163,0.12,b1111,,,,,,
45.2188,0.04,b1111,,,,,,
45.2212,-0.0400001,b1111,,,,,,
45.2238,0.04,b1111,,,,,,
45.2262,-0.0400001,b1111,,,,,,
45.2287,-0.0400001,b1111,,,,,,
45.2313,-0.0400001,b1111,,,,,,
45.2337,-0.0400001,b1111,,,,,,
45.2363,-0.0400001,b1111,,,,,,
45.2388,-0.0400001,b1111,,,,,,
45.2412,-0.0400001,b1111,,,,,,
45.2438,-0.0400001,b1111,,,,,,
45.2463,-0.0400001,b1111,,,,,,
45.2487,-0.0400001,b1111,,,,,,
45.2513,-0.0400001,b1111,,,,,,
45.2537,-0.13,b1111,,,,,,
45.2562,-0.0400001,b1111,,,,,,
45.2588,-0.0400001,b1111,,,,,,
45.2612,-0.0400001,b1111,,,,,,
45.2637,-0.0400001,b1111,,,,,,
45.2663,-0.13,b1111,,,,,,
45.2687,-0.13,b1111,,,,,,
45.2713,-0.13,b1111,,,,,,
45.2738,0.04,b1111,,,,,,
45.2762,-0.13,b1111,,,,,,
45.2788,-0.0400001,b1111,,,,,,
45.2813,-0.0400001,b1111,,,,,,
45.2837,-0.13,b1111,,,,,,
45.2863,-0.0400001,b1111,,,,,,
45.2887,-0.0400001,b1111,,,,,,
45.2912,-0.0400001,b1111,,,,,,
45.2938,-0.0400001,b1111,,,,,,
45.2962,-0.0400001,b1111,,,,,,
45.2988,0.04,b1111,,,,,,
45.3013,-0.0400001,b1111,,,,,,
45.3037,0.04,b1111,,,,,,
45.3063,0.04,b1111,,,,,,
45.3088,-0.13,b1111,,,,,,
45.3112,-0.0400001,b1111,,,,,,
45.3138,-0.0400001,b1111,,,,,,
45.3162,-0.0400001,b1111,,,,,,
45.3187,-0.0400001,b1111,,,,,,
45.3213,-0.0400001,b1111,,,,,,
45.3237,-0.0400001,b1111,,,,,,
45.3262,-0.0400001,b1111,,,,,,
45.3288,-0.0400001,b1111,,,,,,
45.3312,-0.13,b1111,,,,,,
45.3338,-0.0400001,b1111,,,,,,
45.3363,-0.0400001,b1111,,,,,,
45.3387,-0.0400001,b1111,,,,,,
45.3413,-0.13,b1111,,,,,,
45.3438,-0.13,b1111,,,,,,
45.3462,-0.13,b1111,,,,,,
45.3488,-0.0400001,b1111,,,,,,
45.3512,-0.0400001,b1111,,,,,,
45.3537,0.04,b1111,,,,,,
45.3563,-0.0400001,b1111,,,,,,
45.3587,-0.13,b1111,,,,,,
45.3613,0.04,b1111,,,,,,
45.3638,0.04,b1111,,,,,,
45.3662,-0.0400001,b1111,,,,,,
45.3688,-0.0400001,b1111,,,,,,
45.3713,-0.0400001,b1111,,,,,,
45.3737,-0.0400001,b1111,,,,,,
45.3763,-0.0400001,b1111,,,,,,
45.3787,0.04,b1111,,,,,,
45.3812,-0.0400001,b1111,,,,,,
45.3838,-0.13,b1111,,,,,,
45.3862,-0.0400001,b1111,,,,,,
45.3887,-0.0400001,b1111,,,,,,
45.3913,-0.0400001,b1111,,,,,,
45.3937,-0.0400001,b1111,,,,,,
45.3963,-0.13,b1111,,,,,,
45.3988,-0.13,b1111,,,,,,
45.4012,-0.0400001,b1111,,,,,,
45.4038,-0.13,b1111,,,,,,
45.4063,-0.0400001,b1111,,,,,,
45.4087,-0.0400001,b1111,,,,,,
45.4113,-0.0400001,b1111,,,,,,
45.4137,-0.0400001,b1111,,,,,,
45.4162,-0.21,b1111,,,,,,
45.4188,-0.13,b1111,,,,,,
45.4212,-0.13,b1111,,,,,,
45.4238,-0.13,b1111,,,,,,
45.4263,-0.0400001,b1111,,,,,,
45.4287,-0.0400001,b1111,,,,,,
45.4313,-0.0400001,b1111,,,,,,
45.4338,-0.13,b1111,,,,,,
45.4362,-0.0400001,b1111,,,,,,
45.4388,-0.21,b1111,,,,,,
45.4412,-0.0400001,b1111,,,,,,
45.4437,-0.13,b1111,,,,,,
45.4463,-0.0400001,b1111,,,,,,
45.4487,-0.13,b1111,,,,,,
45.4512,-0.13,b1111,,,,,,
45.4538,-0.21,b1111,,,,,,
45.4562,-0.21,b1111,,,,,,
45.4588,-0.21,b1111,,,,,,
45.4613,-0.3,b1111,,,,,,
45.4637,-0.21,b1111,,,,,,
45.4663,-0.13,b1111,,,,,,
45.4688,-0.21,b1111,,,,,,
45.4712,-0.21,b1111,,,,,,
45.4738,-0.3,b1111,,,,,,
45.4762,-0.0400001,b1111,,,,,,
45.4787,-0.21,b1111,,,,,,
45.4813,-0.13,b1111,,,,,,
45.4837,-0.13,b1111,,,,,,
45.4863,-0.0400001,b1111,,,,,,
45.4888,-0.0400001,b1111,,,,,,
45.4912,-0.0400001,b1111,,,,,,
45.4938,-0.0400001,b1111,,,,,,
45.4963,-0.0400001,b1111,,,,,,
45.4987,-0.0400001,b1111,,,,,,
45.5013,-0.0400001,b1111,,,,,,
45.5037,-0.13,b1111,,,,,,
45.5062,-0.13,b1111,,,,,,
45.5088,-0.21,b1111,,,,,,
45.5112,-0.13,b1111,,,,,,
45.5137,-0.21,b1111,,,,,,
45.5163,-0.0400001,b1111,,,,,,
45.5187,-0.13,b1111,,,,,,
45.5213,-0.13,b1111,,,,,,
45.5238,-0.13,b1111,,,,,,
45.5262,-0.13,b1111,,,,,,
45.5288,-0.21,b1111,,,,,,
45.5313,-0.13,b1111,,,,,,
45.5337,-0.21,b1111,,,,,,
45.5363,-0.0400001,b1111,,,,,,
45.5387,-0.0400001,b1111,,,,,,
45.5412,-0.13,b1111,,,,,,
45.5438,-0.0400001,b1111,,,,,,
45.5462,-0.13,b1111,,,,,,
45.5488,-0.0400001,b1111,,,,,,
45.5513,-0.13,b1111,,,,,,
45.5537,-0.0400001,b1111,,,,,,
45.5563,-0.13,b1111,,,,,,
45.5588,-0.13,b1111,,,,,,
45.5612,-0.0400001,b1111,,,,,,
45.5638,-0.0400001,b1111,,,,,,
45.5662,-0.21,b1111,,,,,,
45.5687,-0.0400001,b1111,,,,,,
45.5713,-0.13,b1111,,,,,,
45.5737,-0.13,b1111,,,,,,
45.5762,-0.21,b1111,,,,,,
45.5788,-0.13,b1111,,,,,,
45.5812,-0.21,b1111,,,,,,
45.5838,-0.13,b1111,,,,,,
45.5863,-0.13,b1111,,,,,,
45.5887,-0.21,b1111,,,,,,
45.5913,-0.21,b1111,,,,,,
45.5938,-0.21,b1111,,,,,,
45.5962,-0.21,b1111,,,,,,
45.5988,-0.21,b1111,,,,,,
45.6012,-0.13,b1111,,,,,,
45.6037,-0.21,b1111,,,,,,
45.6063,-0.21,b1111,,,,,,
45.6087,-0.13,b1111,,,,,,
45.6113,-0.21,b1111,,,,,,
45.6138,-0.21,b1111,,,,,,
45.6162,-0.0400001,b1111,,,,,,
45.6188,-0.21,b1111,,,,,,
45.6213,-0.13,b1111,,,,,,
45.6237,-0.13,b1111,,,,,,
45.6263,-0.13,b1111,,,,,,
45.6287,-0.13,b1111,,,,,,
45.6312,-0.21,b1111,,,,,,
45.6338,-0.21,b1111,,,,,,
45.6362,-0.21,b1111,,,,,,
45.6387,-0.21,b1111,,,,,,
45.6413,-0.13,b1111,,,,,,
45.6437,-0.13,b1111,,,,,,
45.6463,-0.13,b1111,,,,,,
45.6488,-0.21,b1111,,,,,,
45.6512,-0.13,b1111,,,,,,
45.6538,-0.13,b1111,,,,,,
45.6563,-0.21,b1111,,,,,,
45.6587,-0.21,b1111,,,,,,
45.6613,-0.0400001,b1111,,,,,,
45.6637,-0.21,b1111,,,,,,
45.6662,-0.13,b1111,,,,,,
45.6688,-0.0400001,b1111,,,,,,
45.6712,-0.0400001,b1111,,,,,,
45.6738,-0.21,b1111,,,,,,
45.6763,-0.13,b1111,,,,,,
45.6787,-0.0400001,b1111,,,,,,
45.6813,-0.0400001,b1111,,,,,,
45.6838,-0.13,b1111,,,,,,
45.6862,-0.0400001,b1111,,,,,,
45.6888,-0.13,b1111,,,,,,
45.6912,-0.13,b1111,,,,,,
45.6937,-0.13,b1111,,,,,,
45.6963,-0.21,b1111,,,,,,
45.6987,-0.21,b1111,,,,,,
45.7012,-0.21,b1111,,,,,,
45.7038,-0.21,b1111,,,,,,
45.7062,-0.21,b1111,,,,,,
45.7088,-0.13,b1111,,,,,,
45.7113,-0.21,b1111,,,,,,
45.7137,-0.21,b1111,,,,,,
45.7163,-0.21,b1111,,,,,,
45.7188,-0.21,b1111,,,,,,
45.7212,-0.21,b1111,,,,,,
45.7238,-0.21,b1111,,,,,,
45.7262,-0.21,b1111,,,,,,
45.7287,-0.3,b1111,,,,,,
45.7313,-0.21,b1111,,,,,,
45.7337,-0.21,b1111,,,,,,
45.7363,-0.21,b1111,,,,,,
45.7388,-0.0400001,b1111,,,,,,
45.7412,-0.13,b1111,,,,,,
45.7438,-0.21,b1111,,,,,,
45.7463,-0.21,b1111,,,,,,
45.7487,-0.0400001,b1111,,,,,,
45.7513,-0.13,b1111,,,,,,
45.7537,-0.21,b1111,,,,,,
45.7562,-0.21,b1111,,,,,,
45.7588,-0.21,b1111,,,,,,
45.7612,-0.13,b1111,,,,,,
45.7637,-0.21,b1111,,,,,,
45.7663,-0.13,b1111,,,,,,
45.7687,-0.21,b1111,,,,,,
45.7713,-0.13,b1111,,,,,,
45.7738,-0.21,b1111,,,,,,
45.7762,-0.21,b1111,,,,,,
45.7788,-0.21,b1111,,,,,,
45.7813,-0.21,b1111,,,,,,
45.7837,-0.13,b1111,,,,,,
45.7863,-0.21,b1111,,,,,,
45.7887,-0.21,b1111,,,,,,
45.7912,-0.13,b1111,,,,,,
45.7938,-0.0400001,b1111,,,,,,
45.7962,-0.21,b1111,,,,,,
45.7988,-0.21,b1111,,,,,,
45.8013,-0.13,b1111,,,,,,
45.8037,-0.21,b1111,,,,,,
45.8063,-0.21,b1111,,,,,,
45.8088,-0.21,b1111,,,,,,
45.8112,-0.0400001,b1111,,,,,,
45.8138,-0.13,b1111,,,,,,
45.8162,-0.13,b1111,,,,,,
45.8187,-0.21,b1111,,,,,,
45.8213,-0.21,b1111,,,,,,
45.8237,-0.21,b1111,,,,,,
45.8262,-0.21,b1111,,,,,,
45.8288,-0.21,b1111,,,,,,
45.8312,-0.21,b1111,,,,,,
45.8338,-0.38,b1111,,,,,,
45.8363,-0.21,b1111,,,,,,
45.8387,-0.21,b1111,,,,,,
45.8413,-0.21,b1111,,,,,,
45.8438,-0.13,b1111,,,,,,
45.8462,-0.21,b1111,,,,,,
45.8488,-0.21,b1111,,,,,,
45.8512,-0.13,b1111,,,,,,
45.8537,-0.21,b1111,,,,,,
45.8563,-0.3,b1111,,,,,,
45.8587,-0.3,b1111,,,,,,
45.8613,-0.21,b1111,,,,,,
45.8638,-0.21,b1111,,,,,,
45.8662,-0.21,b1111,,,,,,
45.8688,-0.0400001,b1111,,,,,,
45.8713,-0.21,b1111,,,,,,
45.8737,-0.21,b1111,,,,,,
45.8763,-0.13,b1111,,,,,,
45.8787,-0.13,b1111,,,,,,
45.8812,-0.21,b1111,,,,,,
45.8838,-0.0400001,b1111,,,,,,
45.8862,-0.0400001,b1111,,,,,,
45.8887,-0.3,b1111,,,,,,
45.8913,-0.21,b1111,,,,,,
45.8937,-0.21,b1111,,,,,,
45.8963,-0.21,b1111,,,,,,
45.8988,-0.13,b1111,,,,,,
45.9012,-0.21,b1111,,,,,,
45.9038,-0.21,b1111,,,,,,
45.9063,-0.21,b1111,,,,,,
45.9087,-0.21,b1111,,,,,,
45.9113,-0.21,b1111,,,,,,
45.9137,-0.21,b1111,,,,,,
45.9162,-0.21,b1111,,,,,,
45.9188,-0.21,b1111,,,,,,
45.9212,-0.21,b1111,,,,,,
45.9238,-0.21,b1111,,,,,,
45.9263,-0.21,b1111,,,,,,
45.9287,-0.3,b1111,,,,,,
45.9313,-0.21,b1111,,,,,,
45.9338,-0.13,b1111,,,,,,
45.9362,-0.3,b1111,,,,,,
45.9388,-0.21,b1111,,,,,,
45.9412,-0.21,b1111,,,,,,
45.9437,-0.21,b1111,,,,,,
45.9463,-0.3,b1111,,,,,,
45.9487,-0.21,b1111,,,,,,
45.9512,-0.3,b1111,,,,,,
45.9538,-0.3,b1111,,,,,,
45.9562,-0.13,b1111,,,,,,
45.9588,-0.21,b1111,,,,,,
45.9613,-0.3,b1111,,,,,,
45.9637,-0.21,b1111,,,,,,
45.9663,-0.21,b1111,,,,,,
45.9688,-0.21,b1111,,,,,,
45.9712,-0.13,b1111,,,,,,
45.9738,-0.21,b1111,,,,,,
45.9762,-0.21,b1111,,,,,,
45.9787,-0.21,b1111,,,,,,
45.9813,-0.21,b1111,,,,,,
45.9837,-0.21,b1111,,,,,,
45.9863,-0.3,b1111,,,,,,
45.9888,-0.21,b1111,,,,,,
45.9912,-0.21,b1111,,,,,,
45.9938,-0.13,b1111,,,,,,
45.9963,-0.21,b1111,,,,,,
45.9987,-0.21,b1111,,,,,,
46.0013,-0.21,b1111,,,,,,
46.0037,-0.21,b1111,,,,,,
46.0062,-0.13,b1111,,,,,,
46.0088,-0.21,b1111,,,,,,
46.0112,-0.21,b1111,,,,,,
46.0137,-0.21,b1111,,,,,,
46.0163,-0.0400001,b1111,,,,,,
46.0187,-0.21,b1111,,,,,,
46.0213,-0.21,b1111,,,,,,
46.0238,-0.13,b1111,,,,,,
46.0262,-0.21,b1111,,,,,,
46.0288,-0.21,b1111,,,,,,
46.0313,-0.21,b1111,,,,,,
46.0337,-0.21,b1111,,,,,,
46.0363,-0.21,b1111,,,,,,
46.0387,-0.21,b1111,,,,,,
46.0412,-0.3,b1111,,,,,,
46.0438,-0.38,b1111,,,,,,
46.0462,-0.21,b1111,,,,,,
46.0488,-0.21,b1111,,,,,,
46.0513,-0.3,b1111,,,,,,
46.0537,-0.3,b1111,,,,,,
46.0563,-0.21,b1111,,,,,,
46.0588,-0.3,b1111,,,,,,
46.0612,-0.3,b1111,,,,,,
46.0638,-0.3,b1111,,,,,,
46.0662,-0.21,b1111,,,,,,
46.0687,-0.21,b1111,,,,,,
46.0713,-0.21,b1111,,,,,,
46.0737,-0.21,b1111,,,,,,
46.0762,-0.21,b1111,,,,,,
46.0788,-0.21,b1111,,,,,,
46.0812,-0.21,b1111,,,,,,
46.0838,-0.13,b1111,,,,,,
46.0863,-0.21,b1111,,,,,,
46.0887,-0.3,b1111,,,,,,
46.0913,-0.38,b1111,,,,,,
46.0938,-0.21,b1111,,,,,,
46.0962,-0.38,b1111,,,,,,
46.0988,-0.38,b1111,,,,,,
46.1012,-0.38,b1111,,,,,,
46.1037,-0.38,b1111,,,,,,
46.1063,-0.3,b1111,,,,,,
46.1087,-0.21,b1111,,,,,,
46.1113,-0.21,b1111,,,,,,
46.1138,-0.3,b1111,,,,,,
46.1162,-0.3,b1111,,,,,,
46.1188,-0.38,b1111,,,,,,
46.1213,-0.38,b1111,,,,,,
46.1237,-0.38,b1111,,,,,,
46.1263,-0.38,b1111,,,,,,
46.1287,-0.38,b1111,,,,,,
46.1312,-0.3,b1111,,,,,,
46.1338,-0.21,b1111,,,,,,
46.1362,-0.38,b1111,,,,,,
46.1387,-0.3,b1111,,,,,,
46.1413,-0.38,b1111,,,,,,
46.1437,-0.3,b1111,,,,,,
46.1463,-0.21,b1111,,,,,,
46.1488,-0.21,b1111,,,,,,
46.1512,-0.21,b1111,,,,,,
46.1538,-0.3,b1111,,,,,,
46.1563,-0.21,b1111,,,,,,
46.1587,-0.21,b1111,,,,,,
46.1613,-0.21,b1111,,,,,,
46.1637,-0.21,b1111,,,,,,
46.1662,-0.13,b1111,,,,,,
46.1688,-0.21,b1111,,,,,,
46.1712,-0.21,b1111,,,,,,
46.1738,-0.21,b1111,,,,,,
46.1763,-0.21,b1111,,,,,,
46.1787,-0.3,b1111,,,,,,
46.1813,-0.3,b1111,,,,,,
46.1838,-0.38,b1111,,,,,,
46.1862,-0.38,b1111,,,,,,
46.1888,-0.3,b1111,,,,,,
46.1912,-0.46,b1111,,,,,,
46.1937,-0.38,b1111,,,,,,
46.1963,-0.38,b1111,,,,,,
46.1987,-0.38,b1111,,,,,,
46.2012,-0.38,b1111,,,,,,
46.2038,-0.46,b1111,,,,,,
46.2062,-0.46,b1111,,,,,,
46.2088,-0.55,b1111,,,,,,
46.2113,-0.46,b1111,,,,,,
46.2137,-0.38,b1111,,,,,,
46.2163,-0.38,b1111,,,,,,
46.2188,-0.46,b1111,,,,,,
46.2212,-0.46,b1111,,,,,,
46.2238,-0.46,b1111,,,,,,
46.2262,-0.38,b1111,,,,,,
46.2287,-0.46,b1111,,,,,,
46.2313,-0.55,b1111,,,,,,
46.2337,-0.55,b1111,,,,,,
46.2363,-0.46,b1111,,,,,,
46.2388,-0.46,b1111,,,,,,
46.2412,-0.55,b1111,,,,,,
46.2438,-0.38,b1111,,,,,,
46.2463,-0.55,b1111,,,,,,
46.2487,-0.46,b1111,,,,,,
46.2513,-0.55,b1111,,,,,,
46.2537,-0.46,b1111,,,,,,
46.2562,-0.38,b1111,,,,,,
46.2588,-0.55,b1111,,,,,,
46.2612,-0.55,b1111,,,,,,
46.2637,-0.63,b1111,,,,,,
46.2663,-0.63,b1111,,,,,,
46.2687,-0.55,b1111,,,,,,
46.2713,-0.55,b1111,,,,,,
46.2738,-0.46,b1111,,,,,,
46.2762,-0.46,b1111,,,,,,
46.2788,-0.46,b1111,,,,,,
46.2813,-0.55,b1111,,,,,,
46.2837,-0.38,b1111,,,,,,
46.2863,-0.46,b1111,,,,,,
46.2887,-0.38,b1111,,,,,,
46.2912,-0.38,b1111,,,,,,
46.2938,-0.38,b1111,,,,,,
46.2962,-0.38,b1111,,,,,,
46.2988,-0.3,b1111,,,,,,
46.3013,-0.38,b1111,,,,,,
46.3037,-0.38,b1111,,,,,,
46.3063,-0.38,b1111,,,,,,
46.3088,-0.38,b1111,,,,,,
46.3112,-0.38,b1111,,,,,,
46.3138,-0.38,b1111,,,,,,
46.3162,-0.38,b1111,,,,,,
46.3187,-0.38,b1111,,,,,,
46.3213,-0.38,b1111,,,,,,
46.3237,-0.38,b1111,,,,,,
46.3262,-0.3,b1111,,,,,,
46.3288,-0.3,b1111,,,,,,
46.3312,-0.38,b1111,,,,,,
46.3338,-0.38,b1111,,,,,,
46.3363,-0.38,b1111,,,,,,
46.3387,-0.55,b1111,,,,,,
46.3413,-0.46,b1111,,,,,,
46.3438,-0.38,b1111,,,,,,
46.3462,-0.38,b1111,,,,,,
46.3488,-0.38,b1111,,,,,,
46.3512,-0.38,b1111,,,,,,
46.3537,-0.3,b1111,,,,,,
46.3563,-0.38,b1111,,,,,,
46.3587,-0.38,b1111,,,,,,
46.3613,-0.38,b1111,,,,,,
46.3638,-0.38,b1111,,,,,,
46.3662,-0.38,b1111,,,,,,
46.3688,-0.38,b1111,,,,,,
46.3713,-0.3,b1111,,,,,,
46.3737,-0.38,b1111,,,,,,
46.3763,-0.21,b1111,,,,,,
46.3787,-0.3,b1111,,,,,,
46.3812,-0.38,b1111,,,,,,
46.3838,-0.38,b1111,,,,,,
46.3862,-0.3,b1111,,,,,,
46.3887,-0.3,b1111,,,,,,
46.3913,-0.21,b1111,,,,,,
46.3937,-0.3,b1111,,,,,,
46.3963,-0.38,b1111,,,,,,
46.3988,-0.21,b1111,,,,,,
46.4012,-0.21,b1111,,,,,,
46.4038,-0.38,b1111,,,,,,
46.4063,-0.38,b1111,,,,,,
46.4087,-0.21,b1111,,,,,,
46.4113,-0.38,b1111,,,,,,
46.4137,-0.3,b1111,,,,,,
46.4162,-0.38,b1111,,,,,,
46.4188,-0.3,b1111,,,,,,
46.4212,-0.38,b1111,,,,,,
46.4238,-0.3,b1111,,,,,,
46.4263,-0.38,b1111,,,,,,
46.4287,-0.38,b1111,,,,,,
46.4313,-0.38,b1111,,,,,,
46.4338,-0.38,b1111,,,,,,
46.4362,-0.3,b1111,,,,,,
46.4388,-0.38,b1111,,,,,,
46.4412,-0.38,b1111,,,,,,
46.4437,-0.38,b1111,,,,,,
46.4463,-0.3,b1111,,,,,,
46.4487,-0.3,b1111,,,,,,
46.4512,-0.21,b1111,,,,,,
46.4538,-0.21,b1111,,,,,,
46.4562,-0.13,b1111,,,,,,
46.4588,-0.3,b1111,,,,,,
46.4613,-0.21,b1111,,,,,,
46.4637,-0.21,b1111,,,,,,
46.4663,-0.3,b1111,,,,,,
46.4688,-0.21,b1111,,,,,,
46.4712,-0.38,b1111,,,,,,
46.4738,-0.38,b1111,,,,,,
46.4762,-0.38,b1111,,,,,,
46.4787,-0.38,b1111,,,,,,
46.4813,-0.21,b1111,,,,,,
46.4837,-0.21,b1111,,,,,,
46.4863,-0.38,b1111,,,,,,
46.4888,-0.38,b1111,,,,,,
46.4912,-0.38,b1111,,,,,,
46.4938,-0.38,b1111,,,,,,
46.4963,-0.38,b1111,,,,,,
46.4987,-0.38,b1111,,,,,,
46.5013,-0.38,b1111,,,,,,
46.5037,-0.38,b1111,,,,,,
46.5062,-0.3,b1111,,,,,,
46.5088,-0.38,b1111,,,,,,
46.5112,-0.38,b1111,,,,,,
